Password,Has Lowercase,Has Uppercase,Has Special Character,Length,Strength
uU)F2`Au8((Mu8{,True,True,True,15,Strong
}40.|3uK{A,True,True,True,10,Strong
f0tmsxy,True,False,False,7,Medium
Zj%Fx!Ltev,True,True,True,10,Strong
"0:4?{""<0",False,False,True,8,Medium
R=g;4,True,True,True,5,Weak
AE.{,False,True,True,4,Weak
~=j{Z6wWMnH7qPN,True,True,True,15,Strong
*%zf;el$_Pi<,True,True,True,12,Strong
"ya=~[W$Q!Dlk'{H,",True,True,True,16,Strong
{XSYM<unAS{mF,True,True,True,13,Strong
)#b)&c8{Of,True,True,True,10,Strong
"U;U,a",True,True,True,5,Weak
Khp`To`,True,True,True,7,Medium
"Q""7~J..d",True,True,True,8,Strong
EK^fwMP,True,True,True,7,Medium
EI|r.JeeO),True,True,True,10,Strong
v+f`84ChjGglou;,True,True,True,15,Strong
aRww,True,True,False,4,Weak
821<arWNrZQ,True,True,True,11,Strong
"ED4V#p""]7",True,True,True,9,Strong
RFH,False,True,False,3,Weak
`Jv`2,True,True,True,5,Weak
6~\UiugOpUpv,True,True,True,12,Strong
SYRk',True,True,True,5,Weak
VcQX,True,True,False,4,Weak
aU3,True,True,False,3,Weak
"!""j]`ZN#.W",True,True,True,10,Strong
O*?,False,True,True,3,Weak
Wzq,True,True,False,3,Weak
sL?8<m!(%+F,True,True,True,11,Strong
5/GX<ioj-n5X\s@G,True,True,True,16,Strong
4-VQNq::_zJ@,True,True,True,12,Strong
\Z~ho,True,True,True,5,Weak
CpI#$Q2*]jk8/&$,True,True,True,15,Strong
^v~C]]Qz(^#haR3,True,True,True,15,Strong
-)MEaBL*1Fr[ZpJ,True,True,True,15,Strong
nyjadn,True,False,False,6,Medium
cea;${Kw,True,True,True,8,Strong
O]n(ZuH#d*Sr,True,True,True,12,Strong
3ul,True,False,False,3,Weak
j_`,True,False,True,3,Weak
d~:1&QC(&L(6CG,True,True,True,14,Strong
"JyVw)JkP^,;%",True,True,True,12,Strong
"H.Xg,H/[@S",True,True,True,10,Strong
A)}`):YP}\`o'v2I,True,True,True,16,Strong
K/!V.U8?,False,True,True,8,Medium
y/\.'09>?QVy,True,True,True,12,Strong
Fd|m,True,True,True,4,Weak
DpYb,True,True,False,4,Weak
(BhiNSNO4,True,True,True,9,Strong
"&PC~O6,/T",False,True,True,9,Medium
>^4ZO6z&3,True,True,True,9,Strong
6\OH[WAEal:}.4Ne,True,True,True,16,Strong
:1|F,False,True,True,4,Weak
bW<2wW*y?V,True,True,True,10,Strong
kecbT!#9$l%%vF[9,True,True,True,16,Strong
#4Sw,True,True,True,4,Weak
>d|~dAwd$UU,True,True,True,11,Strong
%}]xyn,True,False,True,6,Medium
h<kj+IrQ'*h`&]~,True,True,True,15,Strong
ARh$S~IuHJgMG)Q>,True,True,True,16,Strong
ej-3Xt$z;,True,True,True,9,Strong
Y]q~Uv?S^0-G,True,True,True,12,Strong
"YW""16K)~WhH&1b",True,True,True,14,Strong
[D%+Xhq+,True,True,True,8,Strong
DGHW$D,False,True,True,6,Medium
:v.G,True,True,True,4,Weak
i=T]dQee?JS[,True,True,True,12,Strong
^3o2y,True,False,True,5,Weak
n.9*A'X1S2-M,True,True,True,12,Strong
3sN,True,True,False,3,Weak
LH^j`$u,True,True,True,7,Medium
[|dp@5FC>EgN,True,True,True,12,Strong
C6i`zx,True,True,True,6,Medium
"IiO?I+$h:,,62F(",True,True,True,15,Strong
"Y{gEie+i'M;;#z{""",True,True,True,16,Strong
z9(,True,False,True,3,Weak
13l,True,False,False,3,Weak
+4Q7,False,True,True,4,Weak
Ka{^V1M;j(l4R35,True,True,True,15,Strong
?;Ky,True,True,True,4,Weak
/`?lXbcz^,True,True,True,9,Strong
[|{D{PBBTyvZB[V,True,True,True,15,Strong
e^mO%&h5L,True,True,True,9,Strong
"k[,]",True,False,True,4,Weak
oiT*2x5(_:/$,True,True,True,12,Strong
Twtc)Z,True,True,True,6,Medium
"[""*J'=]4o",True,True,True,9,Strong
"vP$,=",True,True,True,5,Weak
x.dG0L=jY6,True,True,True,10,Strong
ii6d&Dm<_t&^qwE,True,True,True,15,Strong
66^*R9?/A2V>,False,True,True,12,Medium
""",lKll?odk""i'/JW",True,True,True,16,Strong
e#eHKB:Z,True,True,True,8,Strong
"""Xi+|~f(EGy!X[",True,True,True,14,Strong
PXYx,True,True,False,4,Weak
XOMzyH6$7,True,True,True,9,Strong
7qFj\,True,True,True,5,Weak
"wKb]sF,+?w2i",True,True,True,12,Strong
"9,H=M6gxz%Dm",True,True,True,12,Strong
^c{NK@PX@P,True,True,True,10,Strong
">YX?,o|.gz-8",True,True,True,12,Strong
zQ/z~,True,True,True,5,Weak
I'@p.QG}+USo(6,True,True,True,14,Strong
"q3)h,5N",True,True,True,7,Medium
"A^q""80/**=@HWQ3D",True,True,True,16,Strong
dv<S=`}JU/p5}hG,True,True,True,15,Strong
X:68,False,True,True,4,Weak
k2i`zMn-gMRV0,True,True,True,13,Strong
"&!Q""",False,True,True,4,Weak
VQ6uI|n$q_l/R,True,True,True,13,Strong
#XE^_[;x#kVpnYIw,True,True,True,16,Strong
|->Ktp<,True,True,True,7,Medium
h8=n[pQ,True,True,True,7,Medium
.;dbEA.8X[e,True,True,True,11,Strong
-*sCvXqC,True,True,True,8,Strong
c3rV+5Ec?;uqs>,True,True,True,14,Strong
Wx#J;Gh3#,True,True,True,9,Strong
%nn~#,True,False,True,5,Weak
wdP,True,True,False,3,Weak
(TzNw&h,True,True,True,7,Medium
a)p-VRj]7<)<#Lx,True,True,True,15,Strong
rf&'rd1N;b}8,True,True,True,12,Strong
"Q\$y,b}",True,True,True,7,Medium
xF:lki7i2[;6,True,True,True,12,Strong
"gT2(z_(,#&|7w",True,True,True,13,Strong
E)tkM,True,True,True,5,Weak
dVE,True,True,False,3,Weak
HfE\$hV{p&bu~Bk,True,True,True,15,Strong
]dL`bM,True,True,True,6,Medium
wWe,True,True,False,3,Weak
or!J_JR,True,True,True,7,Medium
!3\4,False,False,True,4,Weak
IOfJ*V(#[,True,True,True,9,Strong
:ttDGH^(*R&qy,True,True,True,13,Strong
yYrure58:0,True,True,True,10,Strong
TPpy}>E{,True,True,True,8,Strong
%*(w!ac,True,False,True,7,Medium
-5RK@U&,False,True,True,7,Medium
{@gD,True,True,True,4,Weak
U!F|xxRwP6G;[,True,True,True,13,Strong
KPb^5vqa3kG,True,True,True,11,Strong
3VLF20NfH:40XQ,True,True,True,14,Strong
1OIW=J*F!__qXm,True,True,True,14,Strong
n1)mpe,True,False,True,6,Medium
ED?zB1Df#/3B),True,True,True,13,Strong
TvZ,True,True,False,3,Weak
.@8,False,False,True,3,Weak
)/[kxB}5'{5D|X},True,True,True,15,Strong
0~<1Ncy!}`0(,True,True,True,12,Strong
2\U*$rT-V,True,True,True,9,Strong
WSIS[#Enn,True,True,True,9,Strong
Ls8%0,True,True,True,5,Weak
=5{^l8n,True,False,True,7,Medium
tay};vHhTC4R)&,True,True,True,14,Strong
`BQb(N,True,True,True,6,Medium
PASj_'qplx\=,True,True,True,12,Strong
hu|%2B\,True,True,True,7,Medium
.Bv,True,True,True,3,Weak
HPB}S;`7nd:U,True,True,True,12,Strong
8vLB,True,True,False,4,Weak
dzWIi@tA~7*,True,True,True,11,Strong
"uZO"":Qyd>>(/M",True,True,True,13,Strong
z4.`vNxs,True,True,True,8,Strong
xLa@},True,True,True,5,Weak
v!K|s^?Y}]X{Tl,True,True,True,14,Strong
Org,True,True,False,3,Weak
5cu(hZDU9i@',True,True,True,12,Strong
R?4KLbHC,True,True,True,8,Strong
SzS_Q=',True,True,True,7,Medium
"""Fhm",True,True,True,4,Weak
"_,sb@P4",True,True,True,7,Medium
}Go,True,True,True,3,Weak
Q/h$pdnBi,True,True,True,9,Strong
Z;LYDG},False,True,True,7,Medium
(lzL(Js,True,True,True,7,Medium
eEHj;D,True,True,True,6,Medium
"qZ5c]@FwacZ""WFek",True,True,True,16,Strong
H5r=X+~`v3n(f,True,True,True,13,Strong
}V^Phe,True,True,True,6,Medium
$H$,False,True,True,3,Weak
oEq-,True,True,True,4,Weak
}nk=LZ,True,True,True,6,Medium
uoiL2pO,True,True,False,7,Medium
=z20hntu,True,False,True,8,Medium
RNAPyC1a(@F6ebM,True,True,True,15,Strong
!@N^WqP,True,True,True,7,Medium
-0/;d'WXdDN}>hGi,True,True,True,16,Strong
Wd7F],True,True,True,5,Weak
kRmI2~<+%2NG9t,True,True,True,14,Strong
0jEtk271+|XNTK0,True,True,True,15,Strong
"uL7c/q.M,XBqmOX",True,True,True,15,Strong
\zphv,True,False,True,5,Weak
KhZbqnkI,True,True,False,8,Medium
z4?,True,False,True,3,Weak
uH7-AOKOGn,True,True,True,10,Strong
/-jJ,True,True,True,4,Weak
j*yr\txp/}v,True,False,True,11,Medium
HIS-/3W0BEg4P,True,True,True,13,Strong
rh(i$sX;=M(m,True,True,True,12,Strong
VUd$,True,True,True,4,Weak
k=@p<k`uqdTkUT,True,True,True,14,Strong
V>)PZ~m,True,True,True,7,Medium
"N/\U,!(DN7Fsr",True,True,True,13,Strong
A%~]'7DJAsr>&Do,True,True,True,15,Strong
XcnG/t:x@v7dr,True,True,True,13,Strong
p#5)`cA[h:#XaJ<K,True,True,True,16,Strong
_qQ>8,True,True,True,5,Weak
Bi6F,True,True,False,4,Weak
-W{Wx1<g_rSp1ix.,True,True,True,16,Strong
i7YATF18j?oKT/6y,True,True,True,16,Strong
}B#+P.8,False,True,True,7,Medium
0]Mhkp1WF(OmY3=|,True,True,True,16,Strong
FE]uD[?YruQ#FQD,True,True,True,15,Strong
#h+RL*w}[{0n17;,True,True,True,15,Strong
"k(q~MuA,\5aS*'0o",True,True,True,16,Strong
e6)hukJi!A&G3:5,True,True,True,15,Strong
+v.BLHiUck7z'7i,True,True,True,15,Strong
Mb?x)?/e,True,True,True,8,Strong
Fa|z#?gWSK,True,True,True,10,Strong
4s&t4,True,False,True,5,Weak
^{lj^V/t:K,True,True,True,10,Strong
evOQq,True,True,False,5,Weak
"1o8""",True,False,True,4,Weak
2:a~jNbFW116O,True,True,True,13,Strong
kXlDEj^Xd,True,True,True,9,Strong
}YIu,True,True,True,4,Weak
gakIOn,True,True,False,6,Medium
wMas,True,True,False,4,Weak
FC?,False,True,True,3,Weak
6A60,False,True,False,4,Weak
a6Ex4g+a%q$i,True,True,True,12,Strong
/ETe,True,True,True,4,Weak
GCizmM`+HyO:QPo',True,True,True,16,Strong
S{{8nC|v^xpb.svG,True,True,True,16,Strong
&=XfI4,True,True,True,6,Medium
s2!vDIO{,True,True,True,8,Strong
{>IR,False,True,True,4,Weak
cp?/XN,True,True,True,6,Medium
"c,DZN!!PeoKc$o",True,True,True,14,Strong
IOObQ[r?Q'q,True,True,True,11,Strong
CO]*-,False,True,True,5,Weak
"hicD,",True,True,True,5,Weak
"s%""|[T",True,True,True,6,Medium
{L>(l`,True,True,True,6,Medium
Erf(Xg,True,True,True,6,Medium
dCfED?|Z-G,True,True,True,10,Strong
$%L=(s,True,True,True,6,Medium
k=\gRm*E8`V:-e,True,True,True,14,Strong
~{kXB++*dk,True,True,True,10,Strong
{Kv]%gXIV4;~&d,True,True,True,14,Strong
T~x]x,True,True,True,5,Weak
u)N,True,True,True,3,Weak
"7[u8(G/\,y[_",True,True,True,12,Strong
mG[Qrj_FEcAMh.z$,True,True,True,16,Strong
~A.lZi~3^S7o77X3,True,True,True,16,Strong
w|q!Mrvs1uEe,True,True,True,12,Strong
{$GKFOHO,False,True,True,8,Medium
r-U%7^r#8yx,True,True,True,11,Strong
&\8rb,True,False,True,5,Weak
kVRE4%y%vGYOtZZ,True,True,True,15,Strong
g3',True,False,True,3,Weak
%SqIi:)Xj&#a~w%,True,True,True,15,Strong
EC1($|ve,True,True,True,8,Strong
":_!w:I|g&F""EW",True,True,True,13,Strong
(WD%KkaIDuGm]A;+,True,True,True,16,Strong
Je),True,True,True,3,Weak
PD!77t@n[,True,True,True,9,Strong
X9p,True,True,False,3,Weak
"}>P,~O2d$X[_*",True,True,True,13,Strong
i|Fy%EGH(C6FsE&,True,True,True,15,Strong
")9egbkces""1q",True,False,True,12,Medium
oi=8VA/Z>LM3aT$f,True,True,True,16,Strong
"""Fj'VI+,+@bWg",True,True,True,13,Strong
Btmi<X3,True,True,True,7,Medium
lEXEL',True,True,True,6,Medium
"Ln^Dt0,+k",True,True,True,9,Strong
C{-2@w,True,True,True,6,Medium
DZic[2,True,True,True,6,Medium
k)h,True,False,True,3,Weak
-So(l{f9,True,True,True,8,Strong
%Y*S,False,True,True,4,Weak
iyTz5j_X1FPfo8m,True,True,True,15,Strong
`Dkmv%,True,True,True,6,Medium
e?.,True,False,True,3,Weak
je~)bpe3(,True,False,True,9,Medium
"?WE$""9ol1A1",True,True,True,11,Strong
w*58;i,True,False,True,6,Medium
"@BR@fM,W;de`[m7",True,True,True,15,Strong
I&8$C,False,True,True,5,Weak
".<J7-]_<Wf?k""r%C",True,True,True,16,Strong
fU8^R,True,True,True,5,Weak
82[0t&+,True,False,True,7,Medium
fVKl_X&`,True,True,True,8,Strong
%dhqJ+`.^,True,True,True,9,Strong
"k}Po{zk""2Y5v",True,True,True,12,Strong
w7Y,True,True,False,3,Weak
k?^CgU,True,True,True,6,Medium
p[S,True,True,True,3,Weak
|P(\.`M167,False,True,True,10,Medium
T.UiBfZF|ccs{v,True,True,True,14,Strong
nl6oD}Em$<IeW,True,True,True,13,Strong
dqxK,True,True,False,4,Weak
zPfp'G[rXW!=,True,True,True,12,Strong
'yf/(j~K9%,True,True,True,10,Strong
SXz8:m|D],True,True,True,9,Strong
8+VP2$W$s:;Z,True,True,True,12,Strong
GUMSJ,False,True,False,5,Weak
"]BX055%jT,(",True,True,True,11,Strong
"`vQJ`2Bu6z,*1R",True,True,True,14,Strong
"y)*X?,]bW;p`jkr,",True,True,True,16,Strong
"VQsn""M",True,True,True,6,Medium
2#&W~xU~A5,True,True,True,10,Strong
"dpcV*G=,",True,True,True,8,Strong
#aFt}5',True,True,True,7,Medium
;iM=$vQX}p(,True,True,True,11,Strong
m+Zpg,True,True,True,5,Weak
mhzyU45|umA+o4.\,True,True,True,16,Strong
L3c.{%*T3,True,True,True,9,Strong
/wA,True,True,True,3,Weak
Cm6^nY;,True,True,True,7,Medium
VvW0>,True,True,True,5,Weak
I_5`FZZ,False,True,True,7,Medium
\se6_,True,False,True,5,Weak
"EbY`-jbYgu""7@+",True,True,True,14,Strong
3uGP930g]yW;G-,True,True,True,14,Strong
__KNMVL,False,True,True,7,Medium
"{;vf,/Dg`r'!pASX",True,True,True,16,Strong
O.?iLUco.::q,True,True,True,12,Strong
~6jo&9\%u=Ny,True,True,True,12,Strong
d)1=4Gj,True,True,True,7,Medium
"?""i3Z",True,True,True,5,Weak
"/,u",True,False,True,3,Weak
P'&^ThQ,True,True,True,7,Medium
@)^n,True,False,True,4,Weak
kHI,True,True,False,3,Weak
3_Im6,True,True,True,5,Weak
-L5Is}nbiw,True,True,True,10,Strong
\mn5B2@$-Noc:{8,True,True,True,15,Strong
Ih~l$C1,True,True,True,7,Medium
"m""StvV}fY5",True,True,True,10,Strong
)[\m,True,False,True,4,Weak
HdBi81*(V/,True,True,True,10,Strong
BtI,True,True,False,3,Weak
Hu;eV,True,True,True,5,Weak
tc@{*v=UYP,True,True,True,10,Strong
eH*,True,True,True,3,Weak
i$A{(Y!<@u?&*Jvm,True,True,True,16,Strong
O_pB<EmueS=,True,True,True,11,Strong
"/7#e/Nj0F}e,pM6R",True,True,True,16,Strong
IgcUL_{S0=,True,True,True,10,Strong
EQ|I`cKM,True,True,True,8,Strong
\jz#c,True,False,True,5,Weak
pvR@^jd:FJy#m%B,True,True,True,15,Strong
4I8~y,True,True,True,5,Weak
Sr0~C0E=[DTs7&5$,True,True,True,16,Strong
"v.drlr""L/gZVe",True,True,True,13,Strong
;d*,True,False,True,3,Weak
";`Vo5""-j0:7b|#Se",True,True,True,16,Strong
)$o7+j?+\OK,True,True,True,11,Strong
~1ym!]={1J,True,True,True,10,Strong
s`%CD,True,True,True,5,Weak
"h:ylSJ""D#t_gS.<",True,True,True,15,Strong
!tJI>[,True,True,True,6,Medium
9.D+[,False,True,True,5,Weak
oHd,True,True,False,3,Weak
]:?>5z>Dk-,True,True,True,10,Strong
*;r7f4,True,False,True,6,Medium
*nz>;@y>2%Nbu713,True,True,True,16,Strong
g&g(os,True,False,True,6,Medium
H^g6srNa,True,True,True,8,Strong
"h,a8",True,False,True,4,Weak
DaN^qg`EMu&^0,True,True,True,13,Strong
0AF,False,True,False,3,Weak
1d5(;&{dF~_gelr,True,True,True,15,Strong
Y%i#~OBSK,True,True,True,9,Strong
*563CE+Z,False,True,True,8,Medium
MBL)H0d'O>$*,True,True,True,12,Strong
)O.q:6*6,True,True,True,8,Strong
:+u0?grfA`NiP,True,True,True,13,Strong
wj4hc2qzvfG{P?:v,True,True,True,16,Strong
"G]Pmiaf4""Iq",True,True,True,11,Strong
+y:fHOj@V`X]Sq,True,True,True,14,Strong
"w74tm1s_EL""",True,True,True,11,Strong
IY9?,False,True,True,4,Weak
dg6l$|a-3]7,True,False,True,11,Medium
mSr$gu;~,True,True,True,8,Strong
KEtumUL|,True,True,True,8,Strong
"G,Y'g#D>Q",True,True,True,9,Strong
Z<P,False,True,True,3,Weak
'faY9bz:,True,True,True,8,Strong
L2|n6t,True,True,True,6,Medium
h8l'PHNlAi6,True,True,True,11,Strong
v$M1:0~XqTS3?l,True,True,True,14,Strong
~[z=!H#v2)6i,True,True,True,12,Strong
\u/1wC2wsR,True,True,True,10,Strong
>2?t}\J,True,True,True,7,Medium
[up+bt{?~*?,True,False,True,11,Medium
e}DCH6t71[AGz,True,True,True,13,Strong
"]J,A?jGews9>h",True,True,True,13,Strong
PSBw,True,True,False,4,Weak
F[5Y^*AV),False,True,True,9,Medium
{wTS4z,True,True,True,6,Medium
e}zHess(tF,True,True,True,10,Strong
tH`9%P>!nXr,True,True,True,11,Strong
<<^l,True,False,True,4,Weak
U?d7i@e8Y-+,True,True,True,11,Strong
UfMZOGfmaP,True,True,False,10,Medium
OexIx!3'P8qh,True,True,True,12,Strong
"%|/""/+hH",True,True,True,8,Strong
yurIpj,True,True,False,6,Medium
*Bhlsscm;F:MB*,True,True,True,14,Strong
@1GR6,False,True,True,5,Weak
2==s8MvX8,True,True,True,9,Strong
3cqkTOYP|tE+,True,True,True,12,Strong
r7W)B2K,True,True,True,7,Medium
.>caOF)4%b,True,True,True,10,Strong
X9ZRMLj}%EtB,True,True,True,12,Strong
;@uP`c]Xxr,True,True,True,10,Strong
hfjo,True,False,False,4,Weak
"S]9ovU/y;i[s-""9^",True,True,True,16,Strong
Nu7qS]_4,True,True,True,8,Strong
"""tH<w,ed?9-y",True,True,True,12,Strong
":\Cvhg,",True,True,True,7,Medium
rd!tAxR*&_,True,True,True,10,Strong
-MP&.J4B/I,False,True,True,10,Medium
`y-9u^.,True,False,True,7,Medium
"hh\,FFvd",True,True,True,8,Strong
E5-@AZ^8K,False,True,True,9,Medium
Q4HPlz>C#o;$Aiz,True,True,True,15,Strong
ZrB,True,True,False,3,Weak
R'-%5r9IH&:F;ejM,True,True,True,16,Strong
D<Br3D%emx|KLR,True,True,True,14,Strong
ZX#nnzJ,True,True,True,7,Medium
"z'5v%uNw,']cc:",True,True,True,14,Strong
g's,True,False,True,3,Weak
"`n""v#}'|Z^B):",True,True,True,13,Strong
"7""/O",False,True,True,4,Weak
"vQSN9NbM^!""F!""X+",True,True,True,16,Strong
.5J~oQlN+TW3,True,True,True,12,Strong
R`{2O,False,True,True,5,Weak
In>lwPf~.h{n,True,True,True,12,Strong
I:<qCn~O9!l^a,True,True,True,13,Strong
L)6#e~Y4XQU(6G,True,True,True,14,Strong
xe[8dmcS)f,True,True,True,10,Strong
4:FHO,False,True,True,5,Weak
xIVn,True,True,False,4,Weak
"%V,,5&Dg:1",True,True,True,10,Strong
xp]BBDt,True,True,True,7,Medium
'#&Hz29E~,True,True,True,9,Strong
uBC$1@#,True,True,True,7,Medium
W|VMS#Xu!yWC!7,True,True,True,14,Strong
njNl[&p)~lMmP,True,True,True,13,Strong
w2=hTch68fzq~,True,True,True,13,Strong
9!blo,True,False,True,5,Weak
-=7?,False,False,True,4,Weak
B_![YOM)'t@PG12,True,True,True,15,Strong
3M70_iI=,True,True,True,8,Strong
Z~i#B,True,True,True,5,Weak
rcW2R\#|YeB!!,True,True,True,13,Strong
+qAPk$~,True,True,True,7,Medium
"Eom.CtJ+ot1X7N;,",True,True,True,16,Strong
To6Fs3@-mZ,True,True,True,10,Strong
q0q^O'u(|,True,True,True,9,Strong
_b(,True,False,True,3,Weak
DX&2MgP@M-v@@~u,True,True,True,15,Strong
ow8W,True,True,False,4,Weak
&sNzLEu,True,True,True,7,Medium
Eu@,True,True,True,3,Weak
^{A@=o0mM*O,True,True,True,11,Strong
_S)y>QhgUB}`~.,True,True,True,14,Strong
$N[_Kbd?-wPIM|i,True,True,True,15,Strong
\QgX4.,True,True,True,6,Medium
IY:x^fMO*)UQ_,True,True,True,13,Strong
<E8J*%`dE*8Ob-,True,True,True,14,Strong
z;zU&6xm+YBFwbJ,True,True,True,15,Strong
@;9z(r(WDdf?_&@,True,True,True,15,Strong
azG},True,True,True,4,Weak
"-\vvvsL/gu]n""",True,True,True,13,Strong
9Lw_6,True,True,True,5,Weak
[6'L%|M9>G=.#R*`,False,True,True,16,Medium
DjKm]EH.!o3WHoQf,True,True,True,16,Strong
&4>9D6hw+(,True,True,True,10,Strong
dm%Ou2[a~N2XYn<;,True,True,True,16,Strong
^;lN[T,True,True,True,6,Medium
3o-,True,False,True,3,Weak
qHex}<eyu$\X^$s,True,True,True,15,Strong
"ke]lZ|iC@3}g,_",True,True,True,14,Strong
"<15qwS""z",True,True,True,8,Strong
&Q(,False,True,True,3,Weak
!)WNnaDk,True,True,True,8,Strong
ei5RK,True,True,False,5,Weak
NS`}WI$\,False,True,True,8,Medium
8*T3,False,True,True,4,Weak
/t#QYzUA$5]n=P}X,True,True,True,16,Strong
1qfxJ$,True,True,True,6,Medium
y/#zIm6;hk,True,True,True,10,Strong
DBCrKpjmS>Ze+,True,True,True,13,Strong
w1D,True,True,False,3,Weak
4H*Hi\O:Q#-QI',True,True,True,14,Strong
w^mDDdYkX@f9av,True,True,True,14,Strong
$gGM,True,True,True,4,Weak
"W14pY~t+y&_bfJ""",True,True,True,15,Strong
/2?iQnL=H=nt,True,True,True,12,Strong
"{Pp,7U=]A>_zd",True,True,True,13,Strong
cV-c*!&nyh,True,True,True,10,Strong
"ys8lIi^^7%tG,.!T",True,True,True,16,Strong
"UAP""c-MP",True,True,True,8,Strong
FmvZt\0Fl,True,True,True,9,Strong
.L$1YTh,True,True,True,7,Medium
aF%a-hu}lGz41JV&,True,True,True,16,Strong
%*5a*5U~bR,True,True,True,10,Strong
"""Ybl",True,True,True,4,Weak
&7B*,False,True,True,4,Weak
fj/oM!4GjLi5I,True,True,True,13,Strong
R(_J#,False,True,True,5,Weak
v{L3l]E,True,True,True,7,Medium
"bZ~[y}se*:?@e""?",True,True,True,15,Strong
U}F![3B;2PIq9Al,True,True,True,15,Strong
=0<&f!1o]Z*{i+,True,True,True,14,Strong
"5""=vEU",True,True,True,6,Medium
QrVp0n$eQWv,True,True,True,11,Strong
'*rE,True,True,True,4,Weak
P<B$!$|!WU>?,False,True,True,12,Medium
sCi1@a>._u}Sk,True,True,True,13,Strong
"0&%5""0Dm",True,True,True,8,Strong
'l[,True,False,True,3,Weak
IwA2nBco*rUl%.y,True,True,True,15,Strong
h{3W4JIU,True,True,True,8,Strong
"23N$,LOkY",True,True,True,9,Strong
-dBe>?T2'kZ}`ky,True,True,True,15,Strong
":\~{'A>""IiBs1?,",True,True,True,15,Strong
+P7%),False,True,True,5,Weak
"|da6)/Y8vX0,",True,True,True,12,Strong
",rv#;s",True,False,True,6,Medium
!nNrU8us_Om!B,True,True,True,13,Strong
0`<b}a\,True,False,True,7,Medium
<jh*.GEV,True,True,True,8,Strong
"C5zJ+""]z|%1Fp",True,True,True,13,Strong
UKgBc?:J:(!E22E,True,True,True,15,Strong
"4""q""",True,False,True,4,Weak
&D2-Ko5Yq,True,True,True,9,Strong
"'*r?J@<-b,KS<H",True,True,True,14,Strong
0+qtb,True,False,True,5,Weak
II}:,False,True,True,4,Weak
NP>0,False,True,True,4,Weak
vlUsde;Lr,True,True,True,9,Strong
"LCh_:{{k[\bZg""B$",True,True,True,16,Strong
"d<|j]),8^",True,False,True,9,Medium
Z`JvWva}_;h`16EP,True,True,True,16,Strong
M(0l~[`XQO7Y7,True,True,True,13,Strong
&*()CS#CgCW0T5'!,True,True,True,16,Strong
PZ*35ae%X{}Va,True,True,True,13,Strong
!>d@!\b,True,False,True,7,Medium
gNP~ft,True,True,True,6,Medium
fpD!60(,True,True,True,7,Medium
/Nh,True,True,True,3,Weak
'l}oz/vE,True,True,True,8,Strong
E!@&kzIK7Ja,True,True,True,11,Strong
"4j?n;k*acv""Zd=nQ",True,True,True,16,Strong
1X02IBP1,False,True,False,8,Medium
0S.Zpcs1,True,True,True,8,Strong
zfxoL1Brc#,True,True,True,10,Strong
[h0C'5CjLW<zCE,True,True,True,14,Strong
~y>P_RQ,True,True,True,7,Medium
"Ya,/c",True,True,True,5,Weak
jm1,True,False,False,3,Weak
?9.{KJ[X0dh8,True,True,True,12,Strong
m1%H@|^,True,True,True,7,Medium
>x~~k]Zi9m,True,True,True,10,Strong
"Pl$,Xxp\Lw:*M}",True,True,True,14,Strong
Z<o8ni,True,True,True,6,Medium
PjpH#M;pjn&7_,True,True,True,13,Strong
POHZ`{Cd$,True,True,True,9,Strong
W18,False,True,False,3,Weak
aDdoMMoBk,True,True,False,9,Medium
GDR%,False,True,True,4,Weak
b4Wc*wT[G,True,True,True,9,Strong
r%lA9<-Eov:?,True,True,True,12,Strong
"_RH)""e;(K60A",True,True,True,12,Strong
\;&AFbIu,True,True,True,8,Strong
]y16a?w;,True,False,True,8,Medium
Ny\T7giEI&a,True,True,True,11,Strong
L:=;OA^f,True,True,True,8,Strong
(cMiYEn=+vGBn09,True,True,True,15,Strong
Hs:suylA,True,True,True,8,Strong
Sm*)UfeEk9,True,True,True,10,Strong
>.9|P+,False,True,True,6,Medium
"P|S0F,+",False,True,True,7,Medium
UmyW,True,True,False,4,Weak
#<Z_YlD,True,True,True,7,Medium
NOQD:wZBe>u}E-\,True,True,True,15,Strong
@L-J%*mJSc,True,True,True,10,Strong
0fXo+DaZ7Ofm:*\,True,True,True,15,Strong
=@`=qgr[!fmE,True,True,True,12,Strong
w4qq[VN03tTS3Q&,True,True,True,15,Strong
*1#,False,False,True,3,Weak
"QL"":<b}",True,True,True,7,Medium
;i%z>[,True,False,True,6,Medium
#Cya:z,True,True,True,6,Medium
C.Q_,False,True,True,4,Weak
4R{n*u&EIV`,True,True,True,11,Strong
IBz-,True,True,True,4,Weak
9m'R0zPM*_b{X,True,True,True,13,Strong
"o+*)Ci/46UZ""nh/",True,True,True,15,Strong
>bWXwPjyRy3P.,True,True,True,13,Strong
"9,X""{d?#",True,True,True,8,Strong
La`[-Vf1^,True,True,True,9,Strong
tj),True,False,True,3,Weak
0dR}0xQH=k.S,True,True,True,12,Strong
_uh8Q'wg*,True,True,True,9,Strong
"z&7{E,)^O",True,True,True,9,Strong
"!xi""v}!VwU",True,True,True,10,Strong
eVxn_qa)=,True,True,True,9,Strong
c#-#MQym0,True,True,True,9,Strong
L[VHi,True,True,True,5,Weak
7tc/7a1=/tL>/j.U,True,True,True,16,Strong
(QL'kw1Fm3x,True,True,True,11,Strong
W|=;9,False,True,True,5,Weak
i+rZc*;\,True,True,True,8,Strong
